Topic,Category,Title,Url,Author,Date
Thời sự,Chính trị,Số ứng viên ĐBQH khóa XV có thể thay đổi trước ngày bầu cử,https://vietnamnet.vn/so-ung-vien-dbqh-khoa-xv-co-the-thay-doi-truoc-ngay-bau-cu-737006.html,,"
                            15/05/2021   13:47 (GMT+07:00)
                        "
Thời sự,Chính trị,"Trong cộng đồng đã có mầm bệnh, phải sẵn sàng ‘trực chiến’",https://vietnamnet.vn/trong-cong-dong-da-co-mam-benh-phai-san-sang-truc-chien-736906.html,,"
                            14/05/2021   23:10 (GMT+07:00)
                        "
Thời sự,Chính trị,"Đại tướng Lương Cường đề nghị  chỉ đạo chặt chẽ công tác kiểm tra, giám sát và thi hành kỷ luật",https://vietnamnet.vn/dai-tuong-luong-cuong-de-nghi-chi-dao-chat-che-cong-tac-kiem-tra-giam-sat-va-thi-hanh-ky-luat-733664.html,,"
                            07/05/2021   10:59 (GMT+07:00)
                        "
Thời sự,,Bí thư Hà Nội Đinh Tiến Dũng: Không có chuyện phong toả thành phố,https://vietnamnet.vn/bi-thu-ha-noi-dinh-tien-dung-khong-co-chuyen-phong-toa-thanh-pho-733553.html,,"
                            06/05/2021   20:08 (GMT+07:00)
                        "
Thời sự,Chính trị,Ông Bùi Văn Nghiêm làm Bí thư Tỉnh ủy Vĩnh Long,https://vietnamnet.vn/ong-bui-van-nghiem-lam-bi-thu-tinh-uy-vinh-long-733720.html,,"
                            07/05/2021   13:12 (GMT+07:00)
                        "
Thời sự,,Đường đi của lá phiếu từ khu cách ly dịch Covid-19 đến nơi bầu cử,https://vietnamnet.vn/duong-di-cua-la-phieu-tu-khu-cach-ly-dich-covid-19-den-noi-bau-cu-736493.html,,"
                            15/05/2021   05:36 (GMT+07:00)
                        "
,,Phát hành đặc biệt bộ tem đầu tiên về một nhà ngoại giao Việt Nam,https://ictnews.vietnamnet.vn/phat-hanh-dac-biet-bo-tem-dau-tien-ve-mot-nha-ngoai-giao-viet-nam-v736813.html,,
Thời sự,Chính trị,Chủ tịch nước Nguyễn Xuân Phúc nói về khát vọng vì đất nước hùng cường,https://vietnamnet.vn/chu-tich-nuoc-nguyen-xuan-phuc-noi-ve-khat-vong-vi-dat-nuoc-hung-cuong-734268.html,,"
                            10/05/2021   19:15 (GMT+07:00)
                        "
Thời sự,Quốc hội,"Cam kết của 4 tướng lĩnh, sĩ quan quân đội, công an ứng cử ĐBQH khóa XV",https://vietnamnet.vn/cam-ket-cua-4-tuong-linh-si-quan-quan-doi-cong-an-ung-cu-dbqh-khoa-xv-733733.html,,"
                            07/05/2021   14:39 (GMT+07:00)
                        "
Giáo dục,Người thầy,Bộ trưởng Nguyễn Kim Sơn trả lời 3 thắc mắc của cử tri Hà Nội,https://vietnamnet.vn/bo-truong-nguyen-kim-son-tra-loi-3-thac-mac-cua-cu-tri-ha-noi-733735.html,,"
                            07/05/2021   14:55 (GMT+07:00)
                        "
Thời sự,Chính trị,"Bí thư Hà Nội: Tránh để ""băm nát"" quy hoạch Thủ đô",https://vietnamnet.vn/bi-thu-ha-noi-tranh-de-bam-nat-quy-hoach-thu-do-734831.html,,"
                            11/05/2021   13:57 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng Phạm Minh Chính chủ trì họp Thường trực Chính phủ về công tác tổ chức bầu cử,https://vietnamnet.vn/thu-tuong-pham-minh-chinh-chu-tri-hop-thuong-truc-chinh-phu-ve-cong-tac-to-chuc-bau-cu-734672.html,,"
                            10/05/2021   21:40 (GMT+07:00)
                        "
Thời sự,Chính trị,Nhật viện trợ cho Việt Nam dây chuyền bảo quản vắc xin trị giá 200 triệu yên,https://vietnamnet.vn/nhat-vien-tro-cho-viet-nam-day-chuyen-bao-quan-vac-xin-tri-gia-200-trieu-yen-735986.html,,"
                            11/05/2021   22:04 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng định hướng chiến lược cho ngành thông tin và truyền thông phát triển,https://vietnamnet.vn/thu-tuong-dinh-huong-chien-luoc-cho-nganh-thong-tin-va-truyen-thong-phat-trien-735977.html,,"
                            11/05/2021   21:32 (GMT+07:00)
                        "
Thời sự,,"Bộ Công an tăng cường phối hợp thông tin, tuyên truyền với các cơ quan báo chí",https://vietnamnet.vn/bo-cong-an-tang-cuong-phoi-hop-thong-tin-tuyen-truyen-voi-cac-co-quan-bao-chi-736065.html,,"
                            12/05/2021   10:49 (GMT+07:00)
                        "
Thời sự,Chính trị,"Các nguồn lây đều được kiểm soát, dồn tổng lực để dập dịch",https://vietnamnet.vn/cac-nguon-lay-deu-duoc-kiem-soat-don-tong-luc-de-dap-dich-734671.html,,"
                            10/05/2021   21:51 (GMT+07:00)
                        "
Thời sự,Quốc hội,Bảo vệ tuyệt đối an toàn bầu cử ĐBQH khóa XV và đại biểu HĐND các cấp,https://vietnamnet.vn/bao-ve-tuyet-doi-an-toan-bau-cu-dbqh-khoa-xv-va-dai-bieu-hdnd-cac-cap-736056.html,,"
                            12/05/2021   10:22 (GMT+07:00)
                        "
Thời sự,Chính trị,Kịch liệt phản đối lệnh cấm đánh bắt cá ngang ngược của Trung Quốc,https://vietnamnet.vn/kich-liet-phan-doi-lenh-cam-danh-bat-ca-ngang-nguoc-cua-trung-quoc-733076.html,,"
                            05/05/2021   14:16 (GMT+07:00)
                        "
Thời sự,Chính trị,"Thủ tướng yêu cầu tỉnh táo, sáng tạo, kiên trì trong phòng chống dịch Covid-19",https://vietnamnet.vn/thu-tuong-yeu-cau-tinh-tao-sang-tao-kien-tri-trong-phong-chong-dich-covid-19-735967.html,,"
                            11/05/2021   21:23 (GMT+07:00)
                        "
Thời sự,,Phó Chủ tịch tỉnh Đắk Nông bị đề nghị thi hành kỷ luật,https://vietnamnet.vn/pho-chu-tich-tinh-dak-nong-bi-de-nghi-thi-hanh-ky-luat-733136.html,,"
                            05/05/2021   15:52 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng: Chuyển phòng chống dịch Covid-19 từ phòng ngự sang chủ động tấn công,https://vietnamnet.vn/thu-tuong-chuyen-phong-chong-dich-covid-19-tu-phong-ngu-sang-chu-dong-tan-cong-733207.html,,"
                            05/05/2021   18:11 (GMT+07:00)
                        "
Thời sự,Chính trị,"Thứ trưởng Bộ Y tế: ""Rất vui vì Việt Nam được chuyển giao công nghệ vắc xin""",https://vietnamnet.vn/thu-truong-bo-y-te-rat-vui-vi-viet-nam-duoc-chuyen-giao-cong-nghe-vac-xin-733208.html,,"
                            05/05/2021   19:44 (GMT+07:00)
                        "
Thời sự,Quốc hội,Tỉnh táo trước những lời kêu gọi chống phá bầu cử của các thế lực thù địch,https://vietnamnet.vn/tinh-tao-truoc-nhung-loi-keu-goi-chong-pha-bau-cu-cuacac-the-luc-thu-dich-738899.html,,"
                            21/05/2021   20:06 (GMT+07:00)
                        "
Thời sự,,Bí thư TP Hải Phòng: 'Dù ở bất cứ đâu tôi cũng vẫn hướng về TP.HCM',https://vietnamnet.vn/bi-thu-tp-hai-phong-du-o-bat-cu-dau-toi-cung-van-huong-ve-tphcm-733395.html,,"
                            06/05/2021   12:50 (GMT+07:00)
                        "
Thời sự,,Trung tướng Tô Ân Xô: 1.343 người Trung Quốc nhập cảnh trái phép vào Việt Nam,https://vietnamnet.vn/trung-tuong-to-an-xo-1343-nguoi-trung-quoc-nhap-canh-trai-phep-vao-viet-nam-733211.html,,"
                            05/05/2021   20:06 (GMT+07:00)
                        "
Thời sự,,Đà Nẵng bổ nhiệm nhiều lãnh đạo cấp sở,https://vietnamnet.vn/da-nang-bo-nhiem-nhieu-lanh-dao-cap-so-733387.html,,"
                            06/05/2021   11:57 (GMT+07:00)
                        "
Thời sự,,Yêu cầu Tổng Liên đoàn Lao động báo cáo Thủ tướng việc bán nhà đất ở Sầm Sơn,https://vietnamnet.vn/yeu-cau-tong-lien-doan-lao-dong-bao-cao-thu-tuong-viec-ban-nha-dat-o-sam-son-733253.html,,"
                            06/05/2021   06:32 (GMT+07:00)
                        "
Thời sự,Quốc hội,Ứng viên ở Trung ương xét nghiệm Covid-19 trước khi tiếp xúc cử tri,https://vietnamnet.vn/ung-vien-o-trung-uong-xet-nghiem-covid-19-truoc-khi-tiep-xuc-cu-tri-733246.html,,"
                            05/05/2021   23:07 (GMT+07:00)
                        "
Thời sự,Chính trị,"Chính phủ đổi mới phương thức làm việc, tăng cường trách nhiệm cá nhân",https://vietnamnet.vn/chinh-phu-doi-moi-phuong-thuc-lam-viec-tang-cuong-trach-nhiem-ca-nhan-733217.html,,"
                            05/05/2021   22:19 (GMT+07:00)
                        "
Thời sự,,Chủ tịch nước truy tặng Huân chương dũng cảm cho em Nguyễn Văn Nhã,https://vietnamnet.vn/chu-tich-nuoc-truy-tang-huan-chuong-dung-cam-cho-em-nguyen-van-nha-733474.html,,"
                            06/05/2021   16:02 (GMT+07:00)
                        "
Thời sự,,Chủ tịch nước Nguyễn Xuân Phúc: Củ Chi và Hóc Môn phải là hai vành đai xanh của TP.HCM,https://vietnamnet.vn/chu-tich-nuoc-nguyen-xuan-phuc-cu-chi-va-hoc-mon-phai-la-hai-vanh-dai-xanh-cua-tphcm-733301.html,,"
                            06/05/2021   16:45 (GMT+07:00)
                        "
Thời sự,Chính trị,Ông Phạm Gia Túc làm Bí thư Tỉnh ủy Nam Định,https://vietnamnet.vn/ong-pham-gia-tuc-lam-bi-thu-tinh-uy-nam-dinh-733426.html,,"
                            06/05/2021   14:04 (GMT+07:00)
                        "
Thời sự,Chính trị,"Việt Nam mong muốn Mỹ ủng hộ ASEAN xây dựng Biển Đông hoà bình, hợp tác",https://vietnamnet.vn/viet-nam-mong-muon-my-ung-ho-asean-xay-dung-bien-dong-hoa-binh-hop-tac-733548.html,,"
                            06/05/2021   20:00 (GMT+07:00)
                        "
Thời sự,Quốc hội,Tám ứng viên ĐBQH khóa XV tiếp xúc cử tri trực tuyến vận động bầu cử,https://vietnamnet.vn/tam-ung-vien-dbqh-khoa-xv-tiep-xuc-cu-tri-truc-tuyen-van-dong-bau-cu-733502.html,,"
                            06/05/2021   16:43 (GMT+07:00)
                        "
Thời sự,Quốc hội,Chủ tịch Quốc hội kiểm tra công tác bầu cử tại Tuyên Quang,https://vietnamnet.vn/chu-tich-quoc-hoi-kiem-tra-cong-tac-bau-cu-tai-tuyen-quang-733494.html,,"
                            06/05/2021   16:36 (GMT+07:00)
                        "
Thời sự,,Đề nghị mở hội nghị “Diên Hồng” bàn việc mở cửa đón khách du lịch quốc tế,https://vietnamnet.vn/de-nghi-mo-hoi-nghi-dien-hong-ban-viec-mo-cua-don-khach-du-lich-quoc-te-730791.html,,"
                            27/04/2021   05:12 (GMT+07:00)
                        "
Thời sự,,Thủ tướng Phạm Minh Chính yêu cầu người dân đeo khẩu trang,https://vietnamnet.vn/thu-tuong-pham-minh-chinh-yeu-cau-nguoi-dan-deo-khau-trang-730739.html,,"
                            26/04/2021   20:30 (GMT+07:00)
                        "
Thời sự,Quốc hội,"Hà Nội điều chỉnh địa giới hành chính quận Bắc Từ Liêm, Nam Từ Liêm, Cầu Giấy từ 1/7",https://vietnamnet.vn/ha-noi-dieu-chinh-dia-gioi-hanh-chinh-quan-bac-tu-liem-nam-tu-liem-cau-giay-tu-17-730923.html,,"
                            27/04/2021   11:29 (GMT+07:00)
                        "
Thời sự,Chính trị,Tổng Bí thư: Việt Nam coi trọng mối quan hệ với Trung Quốc,https://vietnamnet.vn/tong-bi-thu-viet-nam-coi-trong-moi-quan-he-voi-trung-quoc-730745.html,,"
                            26/04/2021   19:17 (GMT+07:00)
                        "
Thời sự,Chính trị,Bộ Ngoại giao: Sẵn sàng hỗ trợ 100 công dân Việt Nam ở Ấn Độ,https://vietnamnet.vn/bo-ngoai-giao-san-sang-ho-tro-100-cong-dan-viet-nam-o-an-do-730783.html,,"
                            26/04/2021   22:17 (GMT+07:00)
                        "
Thời sự,Chính trị,"Ông Phùng Xuân Nhạ: ""Được giao nhiệm vụ nào tôi cũng không quản ngại""",https://vietnamnet.vn/ong-phung-xuan-nha-duoc-giao-nhiem-vu-nao-toi-cung-khong-quan-ngai-731026.html,,"
                            27/04/2021   16:04 (GMT+07:00)
                        "
Thời sự,Chính trị,Phó Thủ tướng Phạm Bình Minh gửi thông điệp tới khóa họp Liên Hợp quốc,https://vietnamnet.vn/pho-thu-tuong-pham-binh-minh-gui-thong-diep-toi-khoa-hop-lien-hop-quoc-730969.html,,"
                            27/04/2021   13:36 (GMT+07:00)
                        "
Thời sự,Quốc hội,"Thành phố Huế được mở rộng diện tích gấp 3,7 lần, dân số tăng gần gấp đôi",https://vietnamnet.vn/thanh-pho-hue-duoc-mo-rong-dien-tich-gap-37-lan-dan-so-tang-gan-gap-doi-730943.html,,"
                            27/04/2021   11:49 (GMT+07:00)
                        "
Thời sự,Quốc hội,"Bầu Chủ tịch nước, Thủ tướng, Chủ tịch Quốc hội khóa mới vào tháng 7",https://vietnamnet.vn/bau-chu-tich-nuoc-thu-tuong-chu-tich-quoc-hoi-khoa-moi-vao-thang-7-731050.html,,"
                            27/04/2021   17:45 (GMT+07:00)
                        "
Thời sự,Chính trị,Thường trực Ban Bí thư: Không mất cảnh giác trong phòng chống dịch Covid-19,https://vietnamnet.vn/thuong-truc-ban-bi-thu-khong-mat-canh-giac-trong-phong-chong-dich-covid-19-731059.html,,"
                            27/04/2021   17:02 (GMT+07:00)
                        "
Thời sự,Chính trị,Ông Phùng Xuân Nhạ làm Phó Ban Tuyên giáo Trung ương,https://vietnamnet.vn/ong-phung-xuan-nha-lam-pho-ban-tuyen-giao-trung-uong-730949.html,,"
                            27/04/2021   14:08 (GMT+07:00)
                        "
Thời sự,Quốc hội,Chủ tịch Quốc hội: Phải mang hơi thở cuộc sống vào từng dự án luật,https://vietnamnet.vn/chu-tich-quoc-hoi-phai-mang-hoi-tho-cuoc-song-vao-tung-du-an-luat-730768.html,,"
                            26/04/2021   21:13 (GMT+07:00)
                        "
Thời sự,Chính trị,Ông Nguyễn Quang Tuấn ký một số văn bản liên quan vụ Bộ Công an đang điều tra,https://vietnamnet.vn/ong-nguyen-quang-tuan-ky-mot-so-van-ban-lien-quan-vu-bo-cong-an-dang-dieu-tra-731093.html,,"
                            27/04/2021   18:52 (GMT+07:00)
                        "
Thời sự,Chính trị,Cả nước có 74 người ngoài Đảng ứng cử Đại biểu Quốc hội khóa mới,https://vietnamnet.vn/ca-nuoc-co-74-nguoi-ngoai-dang-ung-cu-dai-bieu-quoc-hoi-khoa-moi-731082.html,,"
                            27/04/2021   18:04 (GMT+07:00)
                        "
Thời sự,,Đại tá Phạm Thế Tùng giữ chức vụ giám đốc Công an tỉnh Nghệ An,https://vietnamnet.vn/dai-ta-pham-the-tung-giu-chuc-vu-giam-doc-cong-an-tinh-nghe-an-729576.html,,"
                            22/04/2021   13:05 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch nước trao tặng danh hiệu cao quý cho các nhà khoa học,https://vietnamnet.vn/chu-tich-nuoc-trao-tang-danh-hieu-cao-quy-cho-cac-nha-khoa-hoc-729766.html,,"
                            22/04/2021   16:00 (GMT+07:00)
                        "
Thời sự,Chính trị,"Bí thư Hà Nội Đinh Tiến Dũng: Khắc phục triệt để bệnh hình thức, qua loa",https://vietnamnet.vn/bi-thu-ha-noi-dinh-tien-dung-khac-phuc-triet-de-benh-hinh-thuc-qua-loa-729582.html,,"
                            22/04/2021   09:17 (GMT+07:00)
                        "
Thời sự,Chính trị,Chuyến công tác nước ngoài đầu tiên của Thủ tướng Phạm Minh Chính,https://vietnamnet.vn/chuyen-cong-tac-nuoc-ngoai-dau-tien-cua-thu-tuong-pham-minh-chinh-729513.html,,"
                            21/04/2021   19:23 (GMT+07:00)
                        "
Thời sự,Chính trị,Lĩnh vực công tác của Thủ tướng Phạm Minh Chính và 5 Phó Thủ tướng,https://vietnamnet.vn/linh-vuc-cong-tac-cua-thu-tuong-pham-minh-chinh-va-5-pho-thu-tuong-729763.html,,"
                            22/04/2021   16:23 (GMT+07:00)
                        "
Thời sự,,Danh sách 13 người được Trung ương giới thiệu ứng cử ĐBQH tại TP.HCM,https://vietnamnet.vn/danh-sach-13-nguoi-duoc-trung-uong-gioi-thieu-ung-cu-dbqh-tai-tphcm-729955.html,,"
                            23/04/2021   11:25 (GMT+07:00)
                        "
Thời sự,Chính trị,Bốn bước sàng lọc đảng viên không còn đủ tư cách ra khỏi Đảng,https://vietnamnet.vn/bon-buoc-sang-loc-dang-vien-khong-con-du-tu-cach-ra-khoi-dang-729816.html,,"
                            22/04/2021   19:52 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng Phạm Minh Chính lên đường sang Indonesia dự hội nghị ASEAN,https://vietnamnet.vn/thu-tuong-pham-minh-chinh-len-duong-sang-indonesia-du-hoi-nghi-asean-729881.html,,"
                            23/04/2021   07:31 (GMT+07:00)
                        "
Thời sự,Chính trị,Phó chánh Văn phòng Trung ương Đảng làm Bí thư Khánh Hòa,https://vietnamnet.vn/pho-chanh-van-phong-trung-uong-dang-lam-bi-thu-khanh-hoa-730068.html,,"
                            23/04/2021   17:21 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch Quận 1 được bầu làm Phó Chủ tịch HĐND TP.HCM,https://vietnamnet.vn/chu-tich-quan-1-duoc-bau-lam-pho-chu-tich-hdnd-tphcm-729581.html,,"
                            22/04/2021   09:43 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch nước Nguyễn Xuân Phúc dự hội nghị thượng đỉnh về khí hậu,https://vietnamnet.vn/chu-tich-nuoc-nguyen-xuan-phuc-du-hoi-nghi-thuong-dinh-ve-khi-hau-729836.html,,"
                            22/04/2021   20:44 (GMT+07:00)
                        "
Thời sự,Chính trị,Hình ảnh hoạt động đầu tiên của Thủ tướng Phạm Minh Chính tại Indonesia,https://vietnamnet.vn/hinh-anh-hoat-dong-dau-tien-cua-thu-tuong-pham-minh-chinh-tai-indonesia-730083.html,,"
                            23/04/2021   19:26 (GMT+07:00)
                        "
Thời sự,Chính trị,Bộ Công an phấn đấu cấp 50 triệu thẻ căn cước công dân gắn chíp vào 1/7,https://vietnamnet.vn/bo-cong-an-phan-dau-cap-50-trieu-the-can-cuoc-cong-dan-gan-chip-vao-17-730019.html,,"
                            23/04/2021   15:59 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng Phạm Minh Chính hội đàm với Tổng thống Indonesia,https://vietnamnet.vn/thu-tuong-pham-minh-chinh-hoi-dam-voi-tong-thong-indonesia-730101.html,,"
                            23/04/2021   20:53 (GMT+07:00)
                        "
Thời sự,Chính trị,"Chủ tịch nước: Chuyển đổi sang kinh tế xanh, không để ai bị bỏ lại phía sau",https://vietnamnet.vn/chu-tich-nuoc-chuyen-doi-sang-kinh-te-xanh-khong-de-ai-bi-bo-lai-phia-sau-730111.html,,"
                            24/04/2021   05:08 (GMT+07:00)
                        "
Thời sự,Chính trị,"Dâng hương tưởng niệm cố Phó Thủ tướng, Bộ trưởng Nguyễn Cơ Thạch",https://vietnamnet.vn/dang-huong-tuong-niem-co-pho-thu-tuong-bo-truong-nguyen-co-thach-730093.html,,"
                            23/04/2021   21:01 (GMT+07:00)
                        "
Thời sự,Chính trị,Bộ trưởng Phạm Thị Thanh Trà: Tổ chức hợp lý bộ đa ngành để tinh gọn bộ máy,https://vietnamnet.vn/bo-truong-pham-thi-thanh-tra-to-chuc-hop-ly-bo-da-nganh-de-tinh-gon-bo-may-730113.html,,"
                            24/04/2021   05:14 (GMT+07:00)
                        "
Thời sự,Chính trị,Việt Nam đề nghị Trung Quốc giải quyết bất đồng Biển Đông,https://vietnamnet.vn/viet-nam-de-nghi-trung-quoc-giai-quyet-bat-dong-bien-dong-728456.html,,"
                            16/04/2021   23:27 (GMT+07:00)
                        "
Thời sự,Chính trị,"Đập tan ""cánh cửa thép"" Xuân Lộc, mở đường tiến vào Sài Gòn 46 năm trước",https://vietnamnet.vn/dap-tan-canh-cua-thep-xuan-loc-mo-duong-tien-vao-sai-gon-46-nam-truoc-728720.html,,"
                            18/04/2021   14:12 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng chia buồn đến gia đình nạn nhân trong mưa lũ Lào Cai,https://vietnamnet.vn/thu-tuong-chia-buon-den-gia-dinh-nan-nhan-trong-mua-lu-lao-cai-728613.html,,"
                            17/04/2021   21:38 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch nước Nguyễn Xuân Phúc chủ trì Hội nghị cấp cao Hội đồng Bảo an Liên Hợp Quốc,https://vietnamnet.vn/chu-tich-nuoc-nguyen-xuan-phuc-chu-tri-hoi-nghi-cap-cao-hoi-dong-bao-an-lien-hop-quoc-728721.html,,"
                            18/04/2021   14:36 (GMT+07:00)
                        "
Thời sự,Chính trị,Cà Mau: Chốt danh sách 88 người đủ tiêu chuẩn ứng cử HĐND khoá XV,https://vietnamnet.vn/ca-mau-chot-danh-sach-88-nguoi-du-tieu-chuan-ung-cu-hdnd-khoa-xv-737012.html,,"
                            18/04/2021   10:05 (GMT+07:00)
                        "
Thời sự,Chính trị,Hoan nghênh việc Mỹ loại Việt Nam khỏi danh sách thao túng tiền tệ,https://vietnamnet.vn/hoan-nghenh-viec-my-loai-viet-nam-khoi-danh-sach-thao-tung-tien-te-728606.html,,"
                            17/04/2021   18:39 (GMT+07:00)
                        "
Thời sự,Chính trị,Tổng Bí thư dự hội nghị tổng kết nhiệm kỳ Hội đồng Lý luận Trung ương,https://vietnamnet.vn/tong-bi-thu-du-hoi-nghi-tong-ket-nhiem-ky-hoi-dong-ly-luan-trung-uong-728593.html,,"
                            17/04/2021   16:48 (GMT+07:00)
                        "
Thời sự,,Điều chỉnh cơ cấu đại biểu Quốc hội khóa XV của TP Hà Nội,https://vietnamnet.vn/dieu-chinh-co-cau-dai-bieu-quoc-hoi-khoa-xv-cua-tp-ha-noi-728723.html,,"
                            18/04/2021   15:01 (GMT+07:00)
                        "
Thời sự,,"Siết chặt kiểm soát đường biên, đường biển, sẵn sàng mọi phương án ứng phó đại dịch",https://vietnamnet.vn/siet-chat-kiem-soat-duong-bien-duong-bien-san-sang-moi-phuong-an-ung-pho-dai-dich-728724.html,,"
                            18/04/2021   15:04 (GMT+07:00)
                        "
Thời sự,Chính trị,"Thủ tướng: NHNN cần xác định những việc trọng điểm, cấp bách để xử lý dứt điểm",https://vietnamnet.vn/thu-tuong-nhnn-can-xac-dinh-nhung-viec-trong-diem-cap-bach-de-xu-ly-dut-diem-728848.html,,"
                            19/04/2021   09:38 (GMT+07:00)
                        "
Thời sự,Chính trị,Đắk Lắk chốt danh sách 125 người ứng cử đại biểu HĐND,https://vietnamnet.vn/dak-lak-chot-danh-sach-125-nguoi-ung-cu-dai-bieu-hdnd-737543.html,,"
                            18/04/2021   16:03 (GMT+07:00)
                        "
Thời sự,Chính trị,Đề xuất kéo dài tuổi hưu với trường hợp đặc biệt ứng cử đại biểu QH,https://vietnamnet.vn/de-xuat-keo-dai-tuoi-huu-voi-truong-hop-dac-biet-ung-cu-dai-bieu-qh-729053.html,,"
                            19/04/2021   20:09 (GMT+07:00)
                        "
Thời sự,Chính trị,Tổng Bí thư dự lễ kỷ niệm 70 năm ngày truyền thống Bệnh viện 108,https://vietnamnet.vn/tong-bi-thu-du-le-ky-niem-70-nam-ngay-truyen-thong-benh-vien-108-728884.html,,"
                            19/04/2021   10:44 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng Phạm Minh Chính chủ trì phiên họp Chính phủ,https://vietnamnet.vn/thu-tuong-pham-minh-chinh-chu-tri-phien-hop-chinh-phu-727904.html,,"
                            15/04/2021   09:17 (GMT+07:00)
                        "
Thời sự,Quốc hội,"Lần đầu vận động bầu cử, làm sao để dân thấy mình hiền hòa, bình dị",https://vietnamnet.vn/lan-dau-van-dong-bau-cu-lam-sao-de-dan-thay-minh-hien-hoa-binh-di-728913.html,,"
                            19/04/2021   12:52 (GMT+07:00)
                        "
Thời sự,Chính trị,"Chính thức bàn giao nhiệm vụ Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch",https://vietnamnet.vn/chinh-thuc-ban-giao-nhiem-vu-bo-truong-bo-van-hoa-the-thao-va-du-lich-727934.html,,"
                            15/04/2021   10:13 (GMT+07:00)
                        "
Thời sự,Chính trị,Lần đầu tiên Chủ tịch nước Việt Nam chủ trì phiên họp Hội đồng Bảo an,https://vietnamnet.vn/lan-dau-tien-chu-tich-nuoc-viet-nam-chu-tri-phien-hop-hoi-dong-bao-an-729067.html,,"
                            19/04/2021   22:22 (GMT+07:00)
                        "
Thời sự,Chính trị,Ông Đoàn Hồng Phong chính thức nhận bàn giao nhiệm vụ Tổng Thanh tra Chính phủ,https://vietnamnet.vn/ong-doan-hong-phong-chinh-thuc-nhan-ban-giao-nhiem-vu-tong-thanh-tra-chinh-phu-727942.html,,"
                            15/04/2021   10:43 (GMT+07:00)
                        "
Thời sự,Chính trị,Lào Cai có Phó  Bí thư Tỉnh ủy là Tiến sĩ quân sự,https://vietnamnet.vn/lao-cai-co-pho-bi-thu-tinh-uy-la-tien-si-quan-su-728016.html,,"
                            15/04/2021   14:00 (GMT+07:00)
                        "
Thời sự,Chính trị,Chùm ảnh: Chính phủ họp triển khai công việc sau khi kiện toàn,https://vietnamnet.vn/chum-anh-chinh-phu-hop-trien-khai-cong-viec-sau-khi-kien-toan-728046.html,,"
                            15/04/2021   15:07 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch nước Nguyễn Xuân Phúc tiếp Đại sứ Liên bang Nga đến chào từ biệt,https://vietnamnet.vn/chu-tich-nuoc-nguyen-xuan-phuc-tiep-dai-su-lien-bang-nga-den-chao-tu-biet-728126.html,,"
                            15/04/2021   20:21 (GMT+07:00)
                        "
Thời sự,Chính trị,"Thủ tướng Phạm Minh Chính: ""Xây dựng Chính phủ liêm chính, hành động quyết liệt""",https://vietnamnet.vn/thu-tuong-pham-minh-chinh-xay-dung-chinh-phu-liem-chinh-hanh-dong-quyet-liet-728095.html,,"
                            15/04/2021   17:00 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng yêu cầu xử lý nghiêm vi phạm trật tự ATGT dịp nghỉ lễ,https://vietnamnet.vn/thu-tuong-yeu-cau-xu-ly-nghiem-vi-pham-trat-tu-atgt-dip-nghi-le-728114.html,,"
                            15/04/2021   18:46 (GMT+07:00)
                        "
Thời sự,Chính trị,Vận động tín đồ các tôn giáo phản bác luận điệu sai trái phá hoại bầu cử,https://vietnamnet.vn/van-dong-tin-do-cac-ton-giao-phan-bac-luan-dieu-sai-trai-pha-hoai-bau-cu-728025.html,,"
                            15/04/2021   14:50 (GMT+07:00)
                        "
Thời sự,Chính trị,"Thủ tướng Phạm Minh Chính yêu cầu bộ ngành, địa phương dám nghĩ, dám làm",https://vietnamnet.vn/thu-tuong-pham-minh-chinh-yeu-cau-bo-nganh-dia-phuong-dam-nghi-dam-lam-728122.html,,"
                            15/04/2021   20:45 (GMT+07:00)
                        "
Thời sự,Chính trị,Tổng Bí thư Nguyễn Phú Trọng tiếp Đại sứ Mỹ tại Việt Nam chào từ biệt,https://vietnamnet.vn/tong-bi-thu-nguyen-phu-trong-tiep-dai-su-my-tai-viet-nam-chao-tu-biet-728124.html,,"
                            15/04/2021   20:22 (GMT+07:00)
                        "
Thời sự,Quốc hội,Cơ sở để hiện thực hóa mục tiêu nâng cao hiệu quả của Quốc hội,https://vietnamnet.vn/co-so-de-hien-thuc-hoa-muc-tieu-nang-cao-hieu-qua-cua-quoc-hoi-728128.html,,"
                            15/04/2021   20:46 (GMT+07:00)
                        "
